transaction_id,triggered_rules,is_fraud_transaction,risk_score,risk_category
TX-002872,R6,False,8.0,LOW
TX-002873,,False,0.0,LOW
TX-002874,,False,0.0,LOW
TX-002875,,False,0.0,LOW
TX-002876,R21,True,40.0,MEDIUM
TX-002877,,False,0.0,LOW
TX-002878,R21,True,40.0,MEDIUM
TX-002879,R6,False,8.0,LOW
TX-002880,R13;R21,True,45.0,MEDIUM
TX-002881,,False,0.0,LOW
TX-002882,,False,0.0,LOW
TX-002883,,False,0.0,LOW
TX-002884,,False,0.0,LOW
TX-002885,,False,0.0,LOW
TX-002886,R24,False,5.0,LOW
TX-002887,R6,False,8.0,LOW
TX-002888,,False,0.0,LOW
TX-002889,,False,0.0,LOW
TX-002890,,False,0.0,LOW
TX-002891,,False,0.0,LOW
TX-002892,,False,0.0,LOW
TX-002893,,False,0.0,LOW
TX-002894,,False,0.0,LOW
TX-002895,,False,0.0,LOW
TX-002896,,False,0.0,LOW
TX-002897,,False,0.0,LOW
TX-002898,,False,0.0,LOW
TX-002899,R13;R18,False,11.0,LOW
TX-002900,,False,0.0,LOW
TX-002901,R1;R24,True,55.0,MEDIUM
TX-002902,,False,0.0,LOW
TX-002903,,False,0.0,LOW
TX-002904,R13,False,5.0,LOW
TX-002905,,False,0.0,LOW
TX-002906,,False,0.0,LOW
TX-002907,,False,0.0,LOW
TX-002908,R8;R13,False,13.0,LOW
TX-002909,,False,0.0,LOW
TX-002910,,False,0.0,LOW
TX-002911,,False,0.0,LOW
TX-002912,,False,0.0,LOW
TX-002913,,False,0.0,LOW
TX-002914,,False,0.0,LOW
TX-002915,,False,0.0,LOW
TX-002916,,False,0.0,LOW
TX-002917,,False,0.0,LOW
TX-002918,,False,0.0,LOW
TX-002919,,False,0.0,LOW
TX-002920,R6;R12,True,32.0,MEDIUM
TX-002921,,False,0.0,LOW
TX-002922,,False,0.0,LOW
TX-002923,,False,0.0,LOW
TX-002924,,False,0.0,LOW
TX-002925,R1;R24,True,55.0,MEDIUM
TX-002926,R24;R13;R21,True,50.0,MEDIUM
TX-002927,R21,True,40.0,MEDIUM
TX-002928,,False,0.0,LOW
TX-002929,,False,0.0,LOW
TX-002930,R24,False,5.0,LOW
TX-002931,,False,0.0,LOW
TX-002932,,False,0.0,LOW
TX-002933,,False,0.0,LOW
TX-002934,,False,0.0,LOW
TX-002935,,False,0.0,LOW
TX-002936,,False,0.0,LOW
TX-002937,,False,0.0,LOW
TX-002938,,False,0.0,LOW
TX-002939,,False,0.0,LOW
TX-002940,,False,0.0,LOW
TX-002941,,False,0.0,LOW
TX-002942,,False,0.0,LOW
TX-002943,,False,0.0,LOW
TX-002944,,False,0.0,LOW
TX-002945,,False,0.0,LOW
TX-002946,R24,False,5.0,LOW
TX-002947,,False,0.0,LOW
TX-002948,,False,0.0,LOW
TX-002949,,False,0.0,LOW
TX-002950,R8,False,8.0,LOW
TX-002951,R24;R8;R13,False,18.0,LOW
TX-002952,,False,0.0,LOW
TX-002953,,False,0.0,LOW
TX-002954,,False,0.0,LOW
TX-002955,,False,0.0,LOW
TX-002956,,False,0.0,LOW
TX-002957,,False,0.0,LOW
TX-002958,,False,0.0,LOW
TX-002959,,False,0.0,LOW
TX-002960,,False,0.0,LOW
TX-002961,,False,0.0,LOW
TX-002962,,False,0.0,LOW
TX-002963,R18,False,6.0,LOW
TX-002964,R24,False,5.0,LOW
TX-002965,,False,0.0,LOW
TX-002966,,False,0.0,LOW
TX-002967,R8,False,8.0,LOW
TX-002968,R6;R12,True,32.0,MEDIUM
TX-002969,,False,0.0,LOW
TX-002970,,False,0.0,LOW
TX-002971,,False,0.0,LOW
TX-002972,,False,0.0,LOW
TX-002973,,False,0.0,LOW
TX-002974,R6;R13,False,13.0,LOW
TX-002975,,False,0.0,LOW
TX-002976,,False,0.0,LOW
TX-002977,,False,0.0,LOW
TX-002978,,False,0.0,LOW
TX-002979,R13;R18,False,11.0,LOW
TX-002980,,False,0.0,LOW
TX-002981,,False,0.0,LOW
TX-002982,,False,0.0,LOW
TX-002983,R13,False,5.0,LOW
TX-002984,R21,True,40.0,MEDIUM
TX-002985,,False,0.0,LOW
TX-002986,,False,0.0,LOW
TX-002987,R21,True,40.0,MEDIUM
TX-002988,,False,0.0,LOW
TX-002989,R21,True,40.0,MEDIUM
TX-002990,,False,0.0,LOW
TX-002991,,False,0.0,LOW
TX-002992,,False,0.0,LOW
TX-002993,,False,0.0,LOW
TX-002994,,False,0.0,LOW
TX-002995,R6,False,8.0,LOW
TX-002996,,False,0.0,LOW
TX-002997,,False,0.0,LOW
TX-002998,,False,0.0,LOW
TX-002999,,False,0.0,LOW
TX-003000,,False,0.0,LOW
TX-003001,,False,0.0,LOW
TX-003002,,False,0.0,LOW
TX-003003,,False,0.0,LOW
TX-003004,R6;R12,True,32.0,MEDIUM
TX-003005,R1,True,50.0,MEDIUM
TX-003006,,False,0.0,LOW
TX-003007,,False,0.0,LOW
TX-003008,,False,0.0,LOW
TX-003009,,False,0.0,LOW
TX-003010,,False,0.0,LOW
TX-003011,,False,0.0,LOW
TX-003012,,False,0.0,LOW
TX-003013,,False,0.0,LOW
TX-003014,,False,0.0,LOW
TX-003015,,False,0.0,LOW
TX-003016,,False,0.0,LOW
TX-003017,R21,True,40.0,MEDIUM
TX-003018,,False,0.0,LOW
TX-003019,,False,0.0,LOW
TX-003020,,False,0.0,LOW
TX-003021,,False,0.0,LOW
TX-003022,,False,0.0,LOW
TX-003023,,False,0.0,LOW
TX-003024,,False,0.0,LOW
TX-003025,,False,0.0,LOW
TX-003026,R21,True,40.0,MEDIUM
TX-003027,R21,True,40.0,MEDIUM
TX-003028,,False,0.0,LOW
TX-003029,,False,0.0,LOW
TX-003030,,False,0.0,LOW
TX-003031,,False,0.0,LOW
TX-003032,R8,False,8.0,LOW
TX-003033,,False,0.0,LOW
TX-003034,R21,True,40.0,MEDIUM
TX-003035,R13,False,5.0,LOW
TX-003036,,False,0.0,LOW
TX-003037,,False,0.0,LOW
TX-003038,,False,0.0,LOW
TX-003039,,False,0.0,LOW
TX-003040,,False,0.0,LOW
TX-003041,,False,0.0,LOW
TX-003042,,False,0.0,LOW
TX-003043,,False,0.0,LOW
TX-003044,,False,0.0,LOW
TX-003045,R21,True,40.0,MEDIUM
TX-003046,R13,False,5.0,LOW
TX-003047,,False,0.0,LOW
TX-003048,R6;R13,False,13.0,LOW
TX-003049,R13,False,5.0,LOW
TX-003050,R13,False,5.0,LOW
TX-003051,,False,0.0,LOW
TX-003052,R13,False,5.0,LOW
TX-003053,,False,0.0,LOW
TX-003054,R13;R21,True,45.0,MEDIUM
TX-003055,R24,False,5.0,LOW
TX-003056,,False,0.0,LOW
TX-003057,,False,0.0,LOW
TX-003058,,False,0.0,LOW
TX-003059,,False,0.0,LOW
TX-003060,R13,False,5.0,LOW
TX-003061,R13;R21,True,45.0,MEDIUM
TX-003062,R6,False,8.0,LOW
TX-003063,,False,0.0,LOW
TX-003064,R13,False,5.0,LOW
TX-003065,R13,False,5.0,LOW
TX-003066,R22;R24;R10;R21,True,73.0,HIGH
TX-003067,,False,0.0,LOW
TX-003068,,False,0.0,LOW
TX-003069,,False,0.0,LOW
TX-003070,,False,0.0,LOW
TX-003071,,False,0.0,LOW
TX-003072,R13,False,5.0,LOW
TX-003073,R21,True,40.0,MEDIUM
TX-003074,,False,0.0,LOW
TX-003075,R13,False,5.0,LOW
TX-003076,,False,0.0,LOW
TX-003077,,False,0.0,LOW
TX-003078,R21,True,40.0,MEDIUM
TX-003079,,False,0.0,LOW
TX-003080,R21,True,40.0,MEDIUM
TX-003081,,False,0.0,LOW
TX-003082,,False,0.0,LOW
TX-003083,,False,0.0,LOW
TX-003084,,False,0.0,LOW
TX-003085,,False,0.0,LOW
TX-003086,R21,True,40.0,MEDIUM
TX-003087,R1,True,50.0,MEDIUM
TX-003088,,False,0.0,LOW
TX-003089,,False,0.0,LOW
TX-003090,,False,0.0,LOW
TX-003091,,False,0.0,LOW
TX-003092,R13;R21,True,45.0,MEDIUM
TX-003093,,False,0.0,LOW
TX-003094,,False,0.0,LOW
TX-003095,,False,0.0,LOW
TX-003096,,False,0.0,LOW
TX-003097,,False,0.0,LOW
TX-003098,R21,True,40.0,MEDIUM
TX-003099,,False,0.0,LOW
TX-003100,,False,0.0,LOW
TX-003101,,False,0.0,LOW
TX-003102,R21,True,40.0,MEDIUM
TX-003103,,False,0.0,LOW
TX-003104,R6;R21,True,48.0,MEDIUM
TX-003105,R21,True,40.0,MEDIUM
TX-003106,R2,False,5.0,LOW
TX-003107,,False,0.0,LOW
TX-003108,,False,0.0,LOW
TX-003109,,False,0.0,LOW
TX-003110,,False,0.0,LOW
TX-003111,,False,0.0,LOW
TX-003112,R6;R12;R24,True,45.0,MEDIUM
TX-003113,R21,True,40.0,MEDIUM
TX-003114,,False,0.0,LOW
TX-003115,,False,0.0,LOW
TX-003116,,False,0.0,LOW
TX-003117,,False,0.0,LOW
TX-003118,R6;R12;R24,True,37.0,MEDIUM
TX-003119,R21,True,40.0,MEDIUM
TX-003120,,False,0.0,LOW
TX-003121,,False,0.0,LOW
TX-003122,,False,0.0,LOW
TX-003123,,False,0.0,LOW
TX-003124,R21,True,40.0,MEDIUM
TX-003125,,False,0.0,LOW
TX-003126,,False,0.0,LOW
TX-003127,,False,0.0,LOW
TX-003128,,False,0.0,LOW
TX-003129,,False,0.0,LOW
TX-003130,,False,0.0,LOW
TX-003131,,False,0.0,LOW
TX-003132,,False,0.0,LOW
TX-003133,,False,0.0,LOW
TX-003134,,False,0.0,LOW
TX-003135,,False,0.0,LOW
TX-003136,,False,0.0,LOW
TX-003137,R13,False,5.0,LOW
TX-003138,,False,0.0,LOW
TX-003139,R21,True,40.0,MEDIUM
TX-003140,,False,0.0,LOW
TX-003141,,False,0.0,LOW
TX-003142,,False,0.0,LOW
TX-003143,,False,0.0,LOW
TX-003144,,False,0.0,LOW
TX-003145,,False,0.0,LOW
TX-003146,,False,0.0,LOW
TX-003147,,False,0.0,LOW
TX-003148,,False,0.0,LOW
TX-003149,,False,0.0,LOW
TX-003150,R13,False,5.0,LOW
TX-003151,R21,True,40.0,MEDIUM
TX-003152,,False,0.0,LOW
TX-003153,R6,False,8.0,LOW
TX-003154,R13,False,5.0,LOW
TX-003155,,False,0.0,LOW
TX-003156,,False,0.0,LOW
TX-003157,,False,0.0,LOW
TX-003158,,False,0.0,LOW
TX-003159,,False,0.0,LOW
TX-003160,R12,False,24.0,LOW
TX-003161,,False,0.0,LOW
TX-003162,,False,0.0,LOW
TX-003163,,False,0.0,LOW
TX-003164,,False,0.0,LOW
TX-003165,R13,False,5.0,LOW
TX-003166,,False,0.0,LOW
TX-003167,,False,0.0,LOW
TX-003168,,False,0.0,LOW
TX-003169,,False,0.0,LOW
TX-003170,,False,0.0,LOW
TX-003171,,False,0.0,LOW
TX-003172,R13,False,5.0,LOW
TX-003173,,False,0.0,LOW
TX-003174,,False,0.0,LOW
TX-003175,R6;R13,False,13.0,LOW
TX-003176,,False,0.0,LOW
TX-003177,,False,0.0,LOW
TX-003178,R13,False,5.0,LOW
TX-003179,,False,0.0,LOW
TX-003180,,False,0.0,LOW
TX-003181,R21,True,40.0,MEDIUM
TX-003182,,False,0.0,LOW
TX-003183,,False,0.0,LOW
TX-003184,,False,0.0,LOW
TX-003185,,False,0.0,LOW
TX-003186,,False,0.0,LOW
TX-003187,R8,False,8.0,LOW
TX-003188,,False,0.0,LOW
TX-003189,,False,0.0,LOW
TX-003190,,False,0.0,LOW
TX-003191,,False,0.0,LOW
TX-003192,R21,True,40.0,MEDIUM
TX-003193,,False,0.0,LOW
TX-003194,,False,0.0,LOW
TX-003195,,False,0.0,LOW
TX-003196,,False,0.0,LOW
TX-003197,,False,0.0,LOW
TX-003198,,False,0.0,LOW
TX-003199,,False,0.0,LOW
TX-003200,,False,0.0,LOW
TX-003201,R21,True,40.0,MEDIUM
TX-003202,,False,0.0,LOW
TX-003203,,False,0.0,LOW
TX-003204,,False,0.0,LOW
TX-003205,,False,0.0,LOW
TX-003206,R6,False,8.0,LOW
TX-003207,,False,0.0,LOW
TX-003208,,False,0.0,LOW
TX-003209,,False,0.0,LOW
TX-003210,,False,0.0,LOW
TX-003211,,False,0.0,LOW
TX-003212,,False,0.0,LOW
TX-003213,,False,0.0,LOW
TX-003214,,False,0.0,LOW
TX-003215,,False,0.0,LOW
TX-003216,,False,0.0,LOW
TX-003217,,False,0.0,LOW
TX-003218,,False,0.0,LOW
TX-003219,,False,0.0,LOW
TX-003220,,False,0.0,LOW
TX-003221,,False,0.0,LOW
TX-003222,,False,0.0,LOW
TX-003223,,False,0.0,LOW
TX-003224,R6,False,8.0,LOW
TX-003225,,False,0.0,LOW
TX-003226,,False,0.0,LOW
TX-003227,,False,0.0,LOW
TX-003228,,False,0.0,LOW
TX-003229,R6;R12,True,32.0,MEDIUM
TX-003230,,False,0.0,LOW
TX-003231,,False,0.0,LOW
TX-003232,,False,0.0,LOW
TX-003233,,False,0.0,LOW
TX-003234,,False,0.0,LOW
TX-003235,,False,0.0,LOW
TX-003236,,False,0.0,LOW
TX-003237,,False,0.0,LOW
TX-003238,,False,0.0,LOW
TX-003239,,False,0.0,LOW
TX-003240,,False,0.0,LOW
TX-003241,,False,0.0,LOW
TX-003242,,False,0.0,LOW
TX-003243,,False,0.0,LOW
TX-003244,,False,0.0,LOW
TX-003245,,False,0.0,LOW
TX-003246,,False,0.0,LOW
TX-003247,,False,0.0,LOW
TX-003248,,False,0.0,LOW
TX-003249,,False,0.0,LOW
TX-003250,,False,0.0,LOW
TX-003251,,False,0.0,LOW
TX-003252,,False,0.0,LOW
TX-003253,,False,0.0,LOW
TX-003254,,False,0.0,LOW
TX-003255,,False,0.0,LOW
TX-003256,,False,0.0,LOW
TX-003257,,False,0.0,LOW
TX-003258,,False,0.0,LOW
TX-003259,,False,0.0,LOW
TX-003260,,False,0.0,LOW
TX-003261,R24,False,5.0,LOW
TX-003262,,False,0.0,LOW
TX-003263,,False,0.0,LOW
TX-003264,,False,0.0,LOW
TX-003265,,False,0.0,LOW
TX-003266,,False,0.0,LOW
TX-003267,,False,0.0,LOW
TX-003268,,False,0.0,LOW
TX-003269,,False,0.0,LOW
TX-003270,,False,0.0,LOW
TX-003271,,False,0.0,LOW
TX-003272,R24,False,5.0,LOW
TX-003273,R21,True,40.0,MEDIUM
TX-003274,R21,True,40.0,MEDIUM
TX-003275,,False,0.0,LOW
TX-003276,R6;R12,True,32.0,MEDIUM
TX-003277,,False,0.0,LOW
TX-003278,R21,True,40.0,MEDIUM
TX-003279,R6;R12,True,32.0,MEDIUM
TX-003280,,False,0.0,LOW
TX-003281,R2,False,5.0,LOW
TX-003282,,False,0.0,LOW
TX-003283,,False,0.0,LOW
TX-003284,,False,0.0,LOW
TX-003285,,False,0.0,LOW
TX-003286,,False,0.0,LOW
TX-003287,,False,0.0,LOW
TX-003288,,False,0.0,LOW
TX-003289,R21,True,40.0,MEDIUM
TX-003290,,False,0.0,LOW
TX-003291,,False,0.0,LOW
TX-003292,,False,0.0,LOW
TX-003293,,False,0.0,LOW
TX-003294,,False,0.0,LOW
TX-003295,,False,0.0,LOW
TX-003296,,False,0.0,LOW
TX-003297,,False,0.0,LOW
TX-003298,,False,0.0,LOW
TX-003299,R6;R24;R21,True,53.0,MEDIUM
TX-003300,,False,0.0,LOW
TX-003301,,False,0.0,LOW
TX-003302,,False,0.0,LOW
TX-003303,,False,0.0,LOW
TX-003304,,False,0.0,LOW
TX-003305,,False,0.0,LOW
TX-003306,,False,0.0,LOW
TX-003307,R13;R21,True,45.0,MEDIUM
TX-003308,,False,0.0,LOW
TX-003309,,False,0.0,LOW
TX-003310,,False,0.0,LOW
TX-003311,,False,0.0,LOW
TX-003312,,False,0.0,LOW
TX-003313,,False,0.0,LOW
TX-003314,,False,0.0,LOW
TX-003315,,False,0.0,LOW
TX-003316,,False,0.0,LOW
TX-003317,,False,0.0,LOW
TX-003318,,False,0.0,LOW
TX-003319,,False,0.0,LOW
TX-003320,,False,0.0,LOW
TX-003321,,False,0.0,LOW
TX-003322,,False,0.0,LOW
TX-003323,,False,0.0,LOW
TX-003324,R6;R12;R24,True,37.0,MEDIUM
TX-003325,,False,0.0,LOW
TX-003326,R6,False,8.0,LOW
TX-003327,,False,0.0,LOW
TX-003328,,False,0.0,LOW
TX-003329,,False,0.0,LOW
TX-003330,,False,0.0,LOW
TX-003331,,False,0.0,LOW
TX-003332,R21,True,40.0,MEDIUM
TX-003333,,False,0.0,LOW
TX-003334,,False,0.0,LOW
TX-003335,,False,0.0,LOW
TX-003336,,False,0.0,LOW
TX-003337,,False,0.0,LOW
TX-003338,,False,0.0,LOW
TX-003339,,False,0.0,LOW
TX-003340,,False,0.0,LOW
TX-003341,,False,0.0,LOW
TX-003342,,False,0.0,LOW
TX-003343,,False,0.0,LOW
TX-003344,,False,0.0,LOW
TX-003345,,False,0.0,LOW
TX-003346,,False,0.0,LOW
TX-003347,,False,0.0,LOW
TX-003348,,False,0.0,LOW
TX-003349,,False,0.0,LOW
TX-003350,,False,0.0,LOW
TX-003351,,False,0.0,LOW
TX-003352,R6;R12;R13,True,37.0,MEDIUM
TX-003353,,False,0.0,LOW
TX-003354,,False,0.0,LOW
TX-003355,,False,0.0,LOW
TX-003356,,False,0.0,LOW
TX-003357,,False,0.0,LOW
TX-003358,,False,0.0,LOW
TX-003359,,False,0.0,LOW
TX-003360,,False,0.0,LOW
TX-003361,,False,0.0,LOW
TX-003362,,False,0.0,LOW
TX-003363,R8,False,8.0,LOW
TX-003364,,False,0.0,LOW
TX-003365,R24,False,5.0,LOW
TX-003366,,False,0.0,LOW
TX-003367,,False,0.0,LOW
TX-003368,R13,False,5.0,LOW
TX-003369,,False,0.0,LOW
TX-003370,R13,False,5.0,LOW
TX-003371,,False,0.0,LOW
TX-003372,R13,False,5.0,LOW
TX-003373,,False,0.0,LOW
TX-003374,R21,True,40.0,MEDIUM
TX-003375,,False,0.0,LOW
TX-003376,R1;R24,True,55.0,MEDIUM
TX-003377,,False,0.0,LOW
TX-003378,R13,False,5.0,LOW
TX-003379,,False,0.0,LOW
TX-003380,R13,False,5.0,LOW
TX-003381,R13,False,5.0,LOW
TX-003382,,False,0.0,LOW
TX-003383,R6,False,8.0,LOW
TX-003384,,False,0.0,LOW
TX-003385,R21,True,40.0,MEDIUM
TX-003386,R13,False,5.0,LOW
TX-003387,,False,0.0,LOW
TX-003388,,False,0.0,LOW
TX-003389,R13,False,5.0,LOW
TX-003390,,False,0.0,LOW
TX-003391,R21,True,40.0,MEDIUM
TX-003392,R13,False,5.0,LOW
TX-003393,,False,0.0,LOW
TX-003394,R13,False,5.0,LOW
TX-003395,R6;R21,True,48.0,MEDIUM
TX-003396,,False,0.0,LOW
TX-003397,,False,0.0,LOW
TX-003398,,False,0.0,LOW
TX-003399,,False,0.0,LOW
TX-003400,,False,0.0,LOW
TX-003401,,False,0.0,LOW
TX-003402,,False,0.0,LOW
TX-003403,R21,True,40.0,MEDIUM
TX-003404,R21,True,40.0,MEDIUM
TX-003405,,False,0.0,LOW
TX-003406,,False,0.0,LOW
TX-003407,R8,False,8.0,LOW
TX-003408,R21,True,40.0,MEDIUM
TX-003409,,False,0.0,LOW
TX-003410,,False,0.0,LOW
TX-003411,,False,0.0,LOW
TX-003412,,False,0.0,LOW
TX-003413,,False,0.0,LOW
TX-003414,R2,False,5.0,LOW
TX-003415,R13,False,5.0,LOW
TX-003416,,False,0.0,LOW
TX-003417,,False,0.0,LOW
TX-003418,,False,0.0,LOW
TX-003419,,False,0.0,LOW
TX-003420,R13,False,5.0,LOW
TX-003421,R2,False,5.0,LOW
TX-003422,R1;R3;R13,True,65.0,MEDIUM
TX-003423,,False,0.0,LOW
TX-003424,R21,True,40.0,MEDIUM
TX-003425,,False,0.0,LOW
TX-003426,R24,False,5.0,LOW
TX-003427,,False,0.0,LOW
TX-003428,,False,0.0,LOW
TX-003429,R22;R24;R10,True,33.0,MEDIUM
TX-003430,,False,0.0,LOW
TX-003431,,False,0.0,LOW
TX-003432,,False,0.0,LOW
TX-003433,,False,0.0,LOW
TX-003434,,False,0.0,LOW
TX-003435,,False,0.0,LOW
TX-003436,R13,False,5.0,LOW
TX-003437,R24,False,5.0,LOW
TX-003438,,False,0.0,LOW
TX-003439,,False,0.0,LOW
TX-003440,,False,0.0,LOW
TX-003441,R24,False,5.0,LOW
TX-003442,,False,0.0,LOW
TX-003443,,False,0.0,LOW
TX-003444,R8,False,8.0,LOW
TX-003445,,False,0.0,LOW
TX-003446,R24,False,5.0,LOW
TX-003447,R24,False,5.0,LOW
TX-003448,R24;R17;R21,True,75.0,HIGH
TX-003449,,False,0.0,LOW
TX-003450,,False,0.0,LOW
TX-003451,,False,0.0,LOW
TX-003452,,False,0.0,LOW
TX-003453,,False,0.0,LOW
TX-003454,,False,0.0,LOW
TX-003455,,False,0.0,LOW
TX-003456,R6;R12;R24;R13,True,50.0,MEDIUM
TX-003457,,False,0.0,LOW
TX-003458,,False,0.0,LOW
TX-003459,,False,0.0,LOW
TX-003460,R24,False,5.0,LOW
TX-003461,R24,False,5.0,LOW
TX-003462,,False,0.0,LOW
TX-003463,,False,0.0,LOW
TX-003464,R21,True,40.0,MEDIUM
TX-003465,,False,0.0,LOW
TX-003466,,False,0.0,LOW
TX-003467,,False,0.0,LOW
TX-003468,R13,False,5.0,LOW
TX-003469,R13,False,5.0,LOW
TX-003470,,False,0.0,LOW
TX-003471,,False,0.0,LOW
TX-003472,,False,0.0,LOW
TX-003473,,False,0.0,LOW
TX-003474,,False,0.0,LOW
TX-003475,R13,False,5.0,LOW
TX-003476,,False,0.0,LOW
TX-003477,R6,False,8.0,LOW
TX-003478,R6,False,8.0,LOW
TX-003479,R13,False,5.0,LOW
TX-003480,R13,False,5.0,LOW
TX-003481,R13,False,5.0,LOW
TX-003482,R13,False,5.0,LOW
TX-003483,R13,False,5.0,LOW
TX-003484,R13,False,5.0,LOW
TX-003485,,False,0.0,LOW
TX-003486,,False,0.0,LOW
TX-003487,,False,0.0,LOW
TX-003488,R13,False,5.0,LOW
TX-003489,,False,0.0,LOW
TX-003490,,False,0.0,LOW
TX-003491,,False,0.0,LOW
TX-003492,R13,False,5.0,LOW
TX-003493,R13,False,5.0,LOW
TX-003494,,False,0.0,LOW
TX-003495,,False,0.0,LOW
TX-003496,R6;R12;R24,True,37.0,MEDIUM
TX-003497,,False,0.0,LOW
TX-003498,,False,0.0,LOW
TX-003499,,False,0.0,LOW
TX-003500,,False,0.0,LOW
TX-003501,R1;R22;R24;R10,True,83.0,HIGH
TX-003502,,False,0.0,LOW
TX-003503,,False,0.0,LOW
TX-003504,,False,0.0,LOW
TX-003505,,False,0.0,LOW
TX-003506,,False,0.0,LOW
TX-003507,,False,0.0,LOW
TX-003508,,False,0.0,LOW
TX-003509,R21,True,40.0,MEDIUM
TX-003510,,False,0.0,LOW
TX-003511,,False,0.0,LOW
TX-003512,,False,0.0,LOW
TX-003513,R6;R13,False,13.0,LOW
TX-003514,,False,0.0,LOW
TX-003515,,False,0.0,LOW
TX-003516,,False,0.0,LOW
TX-003517,,False,0.0,LOW
TX-003518,,False,0.0,LOW
TX-003519,,False,0.0,LOW
TX-003520,,False,0.0,LOW
TX-003521,,False,0.0,LOW
TX-003522,,False,0.0,LOW
TX-003523,,False,0.0,LOW
TX-003524,,False,0.0,LOW
TX-003525,,False,0.0,LOW
TX-003526,,False,0.0,LOW
TX-003527,R21,True,40.0,MEDIUM
TX-003528,,False,0.0,LOW
TX-003529,,False,0.0,LOW
TX-003530,,False,0.0,LOW
TX-003531,,False,0.0,LOW
TX-003532,,False,0.0,LOW
TX-003533,,False,0.0,LOW
TX-003534,,False,0.0,LOW
TX-003535,,False,0.0,LOW
TX-003536,,False,0.0,LOW
TX-003537,,False,0.0,LOW
TX-003538,R13,False,5.0,LOW
TX-003539,R13,False,5.0,LOW
TX-003540,,False,0.0,LOW
TX-003541,R21,True,40.0,MEDIUM
TX-003542,,False,0.0,LOW
TX-003543,,False,0.0,LOW
TX-003544,,False,0.0,LOW
TX-003545,,False,0.0,LOW
TX-003546,,False,0.0,LOW
TX-003547,,False,0.0,LOW
TX-003548,,False,0.0,LOW
TX-003549,R6;R13,False,13.0,LOW
TX-003550,,False,0.0,LOW
TX-003551,R6;R12;R24,True,37.0,MEDIUM
TX-003552,,False,0.0,LOW
TX-003553,,False,0.0,LOW
TX-003554,,False,0.0,LOW
TX-003555,,False,0.0,LOW
TX-003556,,False,0.0,LOW
TX-003557,,False,0.0,LOW
TX-003558,,False,0.0,LOW
TX-003559,,False,0.0,LOW
TX-003560,R6;R12,True,32.0,MEDIUM
TX-003561,,False,0.0,LOW
TX-003562,,False,0.0,LOW
TX-003563,,False,0.0,LOW
TX-003564,R13,False,5.0,LOW
TX-003565,,False,0.0,LOW
TX-003566,,False,0.0,LOW
TX-003567,,False,0.0,LOW
TX-003568,,False,0.0,LOW
TX-003569,,False,0.0,LOW
TX-003570,,False,0.0,LOW
TX-003571,,False,0.0,LOW
TX-003572,,False,0.0,LOW
TX-003573,,False,0.0,LOW
TX-003574,R13,False,5.0,LOW
TX-003575,,False,0.0,LOW
TX-003576,,False,0.0,LOW
TX-003577,,False,0.0,LOW
TX-003578,,False,0.0,LOW
TX-003579,,False,0.0,LOW
TX-003580,,False,0.0,LOW
TX-003581,,False,0.0,LOW
TX-003582,,False,0.0,LOW
TX-003583,,False,0.0,LOW
TX-003584,,False,0.0,LOW
TX-003585,,False,0.0,LOW
TX-003586,,False,0.0,LOW
TX-003587,,False,0.0,LOW
TX-003588,,False,0.0,LOW
TX-003589,,False,0.0,LOW
TX-003590,,False,0.0,LOW
TX-003591,,False,0.0,LOW
TX-003592,,False,0.0,LOW
TX-003593,,False,0.0,LOW
TX-003594,,False,0.0,LOW
TX-003595,,False,0.0,LOW
TX-003596,,False,0.0,LOW
TX-003597,R6,False,8.0,LOW
TX-003598,,False,0.0,LOW
TX-003599,,False,0.0,LOW
TX-003600,,False,0.0,LOW
TX-003601,R6;R12;R24,True,45.0,MEDIUM
TX-003602,,False,0.0,LOW
TX-003603,,False,0.0,LOW
TX-003604,,False,0.0,LOW
TX-003605,,False,0.0,LOW
TX-003606,,False,0.0,LOW
TX-003607,,False,0.0,LOW
TX-003608,,False,0.0,LOW
TX-003609,,False,0.0,LOW
TX-003610,,False,0.0,LOW
TX-003611,,False,0.0,LOW
TX-003612,,False,0.0,LOW
TX-003613,R21,True,40.0,MEDIUM
TX-003614,,False,0.0,LOW
TX-003615,R24,False,5.0,LOW
TX-003616,,False,0.0,LOW
TX-003617,,False,0.0,LOW
TX-003618,,False,0.0,LOW
TX-003619,R6;R13,False,13.0,LOW
TX-003620,,False,0.0,LOW
TX-003621,,False,0.0,LOW
TX-003622,R6,False,8.0,LOW
TX-003623,,False,0.0,LOW
TX-003624,,False,0.0,LOW
TX-003625,,False,0.0,LOW
TX-003626,,False,0.0,LOW
TX-003627,,False,0.0,LOW
TX-003628,,False,0.0,LOW
TX-003629,,False,0.0,LOW
TX-003630,,False,0.0,LOW
TX-003631,,False,0.0,LOW
TX-003632,,False,0.0,LOW
TX-003633,,False,0.0,LOW
TX-003634,,False,0.0,LOW
TX-003635,R24,False,5.0,LOW
TX-003636,,False,0.0,LOW
TX-003637,,False,0.0,LOW
TX-003638,,False,0.0,LOW
TX-003639,,False,0.0,LOW
TX-003640,,False,0.0,LOW
TX-003641,,False,0.0,LOW
TX-003642,,False,0.0,LOW
TX-003643,,False,0.0,LOW
TX-003644,,False,0.0,LOW
TX-003645,,False,0.0,LOW
TX-003646,,False,0.0,LOW
TX-003647,R6,False,8.0,LOW
